,userId,movieId,rating
1296,11,1370,3.0
1297,11,1385,3.0
1298,11,1391,1.0
1299,11,1408,5.0
1300,11,1438,3.0
1301,11,1518,4.0
1302,11,1552,4.0
1303,11,1573,3.0
1304,11,1584,5.0
1305,11,1586,4.0
1306,11,1597,4.0
1307,11,1604,4.0
1308,11,1608,4.0
1309,11,1616,3.0
1310,11,1687,3.0
1311,11,1693,5.0
1312,11,1704,4.0
1313,11,1721,5.0
1314,11,1784,5.0
1315,11,1840,4.0
1316,11,1882,2.0
1317,11,1917,4.0
1318,11,1918,4.0
1319,11,1923,4.0
1320,11,2002,2.0
1321,11,2027,3.0
1322,11,2028,5.0
1323,12,39,4.0
1324,12,168,5.0
1325,12,222,5.0
1326,12,256,5.0
1327,12,261,4.5
1328,12,277,3.0
1329,12,357,3.5
1330,12,543,3.5
1331,12,830,4.0
1332,12,838,5.0
1333,12,920,4.5
1334,12,1265,3.5
1335,12,1357,5.0
1336,12,1405,3.0
1337,12,1721,5.0
1338,12,1876,3.5
1339,12,2072,5.0
1340,12,2100,3.5
1341,12,2421,3.0
1342,12,2485,5.0
1343,12,2572,5.0
1344,12,2581,5.0
1345,12,2694,4.0
1346,12,2717,5.0
1347,12,3668,5.0
1348,12,3967,4.5
1349,12,4018,4.5
1350,12,5620,4.0
1351,12,6942,5.0
1352,12,8533,5.0
1353,12,40629,5.0
1354,12,63992,5.0
1355,13,47,5.0
1356,13,305,1.0
1357,13,597,3.0
1358,13,1173,3.0
1359,13,1198,5.0
1360,13,1590,4.0
1361,13,1619,3.0
1362,13,1639,4.0
1363,13,1721,4.0
1364,13,2145,3.0
1365,13,2174,3.0
1366,13,2541,2.0
1367,13,2571,5.0
1368,13,3300,4.0
1369,13,3409,2.0
1370,13,3513,3.0
1371,13,3578,5.0
1372,13,3624,4.0
1373,13,3717,3.0
1374,13,3753,4.0
1375,13,3793,4.0
1376,13,3798,4.0
1377,13,3827,4.0
1378,13,3863,4.0
1379,13,3893,3.0
1380,13,3897,4.0
1381,13,3952,3.0
1382,13,3977,3.0
1383,13,3996,5.0
1384,13,4011,5.0
1385,13,4148,4.0
1386,14,4,3.0
1387,14,7,3.0
1388,14,19,1.0
1389,14,25,4.0
1390,14,32,4.0
1391,14,39,3.0
1392,14,47,5.0
1393,14,95,5.0
1394,14,105,3.0
1395,14,110,5.0
1396,14,150,4.0
1397,14,153,2.0
1398,14,193,3.0
1399,14,231,3.0
1400,14,266,5.0
1401,14,282,5.0
1402,14,288,4.0
1403,14,296,3.0
1404,14,318,3.0
1405,14,337,5.0
1406,14,339,4.0
1407,14,344,2.0
1408,14,351,3.0
1409,14,356,4.0
1410,14,367,1.0
1411,14,376,4.0
1412,14,377,3.0
1413,14,383,4.0
1414,14,434,4.0
1415,14,448,3.0
1416,14,455,3.0
1417,14,477,4.0
1418,14,480,3.0
1419,14,491,3.0
1420,14,508,3.0
1421,14,509,5.0
1422,14,524,3.0
1423,14,527,3.0
1424,14,539,4.0
1425,14,540,3.0
1426,14,552,3.0
1427,14,553,4.0
1428,14,586,3.0
1429,14,590,4.0
1430,14,592,2.0
1431,14,593,4.0
1432,14,597,3.0
1433,14,784,1.0
1434,15,1,2.5
1435,15,44,1.0
1436,15,47,3.5
1437,15,158,1.0
1438,15,172,1.0
1439,15,256,3.0
1440,15,260,5.0
1441,15,293,3.0
1442,15,296,4.0
1443,15,318,5.0
1444,15,355,1.0
1445,15,356,5.0
1446,15,364,3.0
1447,15,527,5.0
1448,15,588,3.0
1449,15,589,5.0
1450,15,596,2.0
1451,15,780,3.5
1452,15,849,2.0
1453,15,858,4.0
1454,15,1196,5.0
1455,15,1198,4.0
1456,15,1200,5.0
1457,15,1210,5.0
1458,15,1214,5.0
1459,15,1240,4.0
1460,15,1265,3.5
1461,15,1270,5.0
1462,15,1347,3.0
1463,15,1527,3.0
1464,15,1653,4.5
1465,15,1909,2.5
1466,15,2001,5.0
1467,15,2011,5.0
1468,15,2012,4.0
1469,15,2028,3.5
1470,15,2081,3.0
1471,15,2085,1.5
1472,15,2150,5.0
1473,15,2278,2.5
1474,15,2329,4.5
1475,15,2571,4.0
1476,15,2762,3.0
1477,15,2858,4.0
1478,15,2916,4.5
1479,15,2959,2.5
1480,15,3147,5.0
1481,15,3156,5.0
1482,15,3499,4.0
1483,15,3510,5.0
1484,15,3535,3.5
1485,15,3555,4.0
1486,15,3578,5.0
1487,15,3617,1.5
1488,15,3753,3.0
1489,15,3949,4.0
1490,15,3994,3.0
1491,15,4018,4.0
1492,15,4022,3.5
1493,15,4226,1.5
1494,15,4306,3.0
1495,15,4370,4.0
1496,15,4720,5.0
1497,15,4886,3.5
1498,15,4993,3.5
1499,15,4995,5.0
1500,15,5445,4.0
1501,15,5618,3.0
1502,15,5952,3.5
1503,15,5971,2.0
1504,15,5989,5.0
1505,15,6377,3.0
1506,15,6502,3.5
1507,15,6874,3.0
1508,15,7254,3.5
1509,15,7438,3.0
1510,15,8360,2.5
1511,15,8644,3.5
1512,15,8961,2.5
1513,15,33493,5.0
1514,15,48304,4.5
1515,15,48774,3.0
1516,15,48780,4.5
1517,15,50872,3.0
1518,15,56174,3.5
1519,15,58559,2.0
1520,15,59315,2.0
1521,15,60069,3.5
1522,15,63859,3.0
1523,15,64614,4.0
1524,15,68237,3.0
1525,15,68954,3.5
1526,15,69757,4.0
1527,15,70286,3.5
1528,15,71057,4.0
1529,15,71264,2.5
1530,15,72998,3.0
1531,15,79132,3.5
1532,15,84152,5.0
1533,15,84954,4.5
1534,15,85414,3.5
1535,15,89745,2.0
1536,15,91500,3.0
1537,15,91529,2.0
1538,15,94864,3.0
1539,15,96610,3.0
1540,15,97938,4.0
1541,15,99114,1.0
1542,15,101864,4.0
1543,15,103249,3.5
1544,15,104841,4.5
1545,15,105504,4.0
1546,15,109374,2.0
1547,15,109487,4.0
1548,15,110102,1.5
1549,15,111759,4.5
1550,15,112556,4.5
1551,15,112852,1.5
1552,15,115149,2.0
1553,15,115713,2.0
1554,15,120466,2.5
1555,15,122882,2.0
1556,15,122886,5.0
1557,15,122904,2.0
1558,15,122922,2.0
1559,15,122924,1.0
1560,15,134130,4.0
1561,15,134853,4.5
1562,15,143385,3.0
1563,15,152077,5.0
1564,15,152081,3.0
1565,15,158872,3.5
1566,15,160980,3.5
1567,15,166528,5.0
1568,15,166635,3.5
1569,16,47,3.5
1570,16,50,4.0
1571,16,111,4.5
1572,16,204,2.0
1573,16,260,3.0
1574,16,293,4.0
1575,16,296,3.0
1576,16,318,4.0
1577,16,319,4.0
1578,16,356,3.5
1579,16,527,4.0
1580,16,541,4.5
1581,16,593,3.0
1582,16,608,4.5
1583,16,678,4.0
1584,16,745,4.0
1585,16,750,4.5
1586,16,849,4.0
1587,16,858,2.5
1588,16,904,3.5
1589,16,912,3.5
1590,16,913,4.0
1591,16,923,3.5
1592,16,1089,4.0
1593,16,1136,4.0
1594,16,1147,4.0
1595,16,1148,4.0
1596,16,1186,3.5
1597,16,1188,2.5
1598,16,1193,4.0
1599,16,1196,3.0
1600,16,1197,4.0
1601,16,1198,3.5
1602,16,1199,5.0
1603,16,1201,3.0
1604,16,1203,4.0
1605,16,1207,4.0
1606,16,1208,4.0
1607,16,1213,3.5
1608,16,1214,4.0
1609,16,1219,3.0
1610,16,1222,4.5
1611,16,1223,4.0
1612,16,1230,4.0
1613,16,1247,4.0
1614,16,1252,4.5
1615,16,1260,4.0
1616,16,1261,4.0
1617,16,1267,4.0
1618,16,1276,4.0
1619,16,1281,3.0
1620,16,1299,4.0
1621,16,1617,3.5
1622,16,1680,3.5
1623,16,1704,3.5
1624,16,2019,4.0
1625,16,2109,3.5
1626,16,2329,3.5
1627,16,2427,1.5
1628,16,2490,3.0
1629,16,2571,3.5
1630,16,2641,3.0
1631,16,2707,3.5
1632,16,2723,3.5
1633,16,2762,3.5
1634,16,2858,3.5
1635,16,2959,3.5
1636,16,3000,4.0
1637,16,3022,3.5
1638,16,3108,4.0
1639,16,3174,3.5
1640,16,3429,3.5
1641,16,3683,4.0
1642,16,3741,4.0
1643,16,3949,4.0
1644,16,4002,3.5
1645,16,4011,3.0
1646,16,4226,4.5
1647,16,4878,3.5
1648,16,4973,4.0
1649,16,4993,3.5
1650,16,5618,4.5
1651,16,5782,4.0
1652,16,5952,3.5
1653,16,5971,4.0
1654,16,6350,3.5
1655,16,7099,3.5
1656,16,7153,3.5
1657,16,7361,3.5
1658,16,27611,4.0
1659,16,27773,4.0
1660,16,48394,4.0
1661,16,58559,4.5
1662,16,60069,4.0
1663,16,68954,4.0
1664,16,78499,4.5
1665,16,79132,3.0
1666,16,91529,4.5
1667,17,1,4.5
1668,17,44,3.5
1669,17,47,4.0
1670,17,50,4.5
1671,17,110,4.5
1672,17,111,4.0
1673,17,150,3.5
1674,17,260,5.0
1675,17,293,3.5
1676,17,296,5.0
1677,17,318,5.0
1678,17,356,5.0
1679,17,480,4.5
1680,17,527,4.5
1681,17,541,3.5
1682,17,589,4.5
1683,17,590,4.5
1684,17,592,4.5
1685,17,593,4.5
1686,17,750,4.5
1687,17,780,4.0
1688,17,858,5.0
1689,17,899,3.5
1690,17,904,4.0
1691,17,910,3.5
1692,17,1032,4.5
1693,17,1036,4.0
1694,17,1089,4.0
1695,17,1090,4.5
1696,17,1093,4.0
1697,17,1100,3.5
1698,17,1193,4.5
1699,17,1196,5.0
1700,17,1197,3.5
1701,17,1198,4.5
1702,17,1201,5.0
1703,17,1206,5.0
1704,17,1209,3.5
1705,17,1210,5.0
1706,17,1213,4.5
1707,17,1221,4.5
1708,17,1222,4.5
1709,17,1228,4.5
1710,17,1234,4.0
1711,17,1240,5.0
1712,17,1252,4.0
1713,17,1258,4.0
1714,17,1259,4.0
1715,17,1263,4.0
1716,17,1270,4.5
1717,17,1291,4.0
1718,17,1358,3.0
1719,17,1375,3.5
1720,17,1405,4.0
1721,17,1466,3.0
1722,17,1732,5.0
1723,17,1967,4.0
1724,17,2005,4.0
1725,17,2019,3.5
1726,17,2028,4.5
1727,17,2194,4.0
1728,17,2329,4.5
1729,17,2502,4.5
1730,17,2571,5.0
1731,17,2717,3.5
1732,17,2762,4.0
1733,17,2858,4.0
1734,17,2959,4.5
1735,17,3039,4.5
1736,17,3147,4.5
1737,17,3263,4.0
1738,17,3435,3.5
1739,17,3508,4.0
1740,17,3681,4.5
1741,17,3702,3.5
1742,17,3949,4.5
1743,17,4226,4.0
1744,17,4571,4.0
1745,17,4993,4.5
1746,17,5618,5.0
1747,17,5782,4.0
1748,17,5952,5.0
1749,17,5971,4.0
1750,17,6016,4.5
1751,17,6350,5.0
1752,17,6870,3.5
1753,17,7099,5.0
1754,17,7153,4.5
1755,17,7482,4.0
1756,17,27773,4.0
1757,17,31658,4.5
1758,17,33794,4.0
1759,17,48394,4.5
1760,17,48516,4.0
1761,17,58559,4.5
1762,17,60069,3.5
1763,17,64839,3.5
1764,17,68157,4.0
1765,17,68358,4.5
1766,17,77455,3.5
1767,17,78499,4.0
1768,17,79132,4.5
1769,17,80463,4.0
1770,17,81932,3.5
1771,17,82459,4.0
1772,18,1,3.5
1773,18,2,3.0
1774,18,6,4.0
1775,18,16,4.5
1776,18,32,4.0
1777,18,34,2.5
1778,18,36,4.0
1779,18,47,4.5
1780,18,50,5.0
1781,18,70,3.5
1782,18,104,2.5
1783,18,110,4.5
1784,18,111,4.0
1785,18,145,3.5
1786,18,163,4.0
1787,18,165,4.0
1788,18,180,4.0
1789,18,208,3.0
1790,18,223,4.0
1791,18,231,2.5
1792,18,235,4.5
1793,18,260,4.0
1794,18,288,4.0
1795,18,293,4.5
1796,18,296,4.0
1797,18,318,5.0
1798,18,329,4.0
1799,18,337,4.0
1800,18,344,2.5
1801,18,356,4.5
1802,18,364,3.0
1803,18,367,2.5
1804,18,370,3.0
1805,18,374,2.5
1806,18,377,2.5
1807,18,380,2.5
1808,18,431,4.0
1809,18,435,2.0
1810,18,442,3.0
1811,18,457,3.5
1812,18,466,2.5
1813,18,480,3.5
1814,18,500,3.5
1815,18,502,2.0
1816,18,508,4.0
1817,18,527,4.5
1818,18,541,4.0
1819,18,555,4.0
1820,18,586,3.5
1821,18,588,3.5
1822,18,589,4.5
1823,18,590,4.0
1824,18,593,4.5
1825,18,595,3.0
1826,18,608,4.5
1827,18,628,3.5
1828,18,648,3.0
1829,18,653,3.0
1830,18,673,3.0
1831,18,745,4.0
1832,18,778,4.5
1833,18,780,4.0
1834,18,784,2.0
1835,18,849,3.5
1836,18,858,4.0
1837,18,904,4.5
1838,18,908,4.0
1839,18,913,4.0
1840,18,919,4.0
1841,18,923,5.0
1842,18,924,4.0
1843,18,1020,3.5
1844,18,1036,4.0
1845,18,1059,3.5
1846,18,1080,4.5
1847,18,1086,4.0
1848,18,1089,4.0
1849,18,1095,4.0
1850,18,1136,4.5
1851,18,1148,4.5
1852,18,1193,4.5
1853,18,1196,4.0
1854,18,1198,4.0
1855,18,1201,5.0
1856,18,1203,5.0
1857,18,1206,4.5
1858,18,1207,4.5
1859,18,1208,3.5
1860,18,1209,5.0
1861,18,1210,4.5
1862,18,1212,4.5
1863,18,1213,4.5
1864,18,1214,4.0
1865,18,1219,4.5
1866,18,1221,5.0
1867,18,1222,4.5
1868,18,1223,4.5
1869,18,1227,4.5
1870,18,1234,4.5
1871,18,1240,4.0
1872,18,1245,4.0
1873,18,1246,4.0
1874,18,1247,4.5
1875,18,1252,4.0
1876,18,1260,4.0
1877,18,1270,4.0
1878,18,1275,3.5
1879,18,1276,4.0
1880,18,1291,4.0
1881,18,1356,4.5
1882,18,1370,3.5
1883,18,1371,4.0
1884,18,1374,4.5
1885,18,1375,3.5
1886,18,1391,3.0
1887,18,1466,4.0
1888,18,1517,2.5
1889,18,1527,3.5
1890,18,1544,3.5
1891,18,1580,3.5
1892,18,1608,3.0
1893,18,1617,4.0
1894,18,1625,3.5
1895,18,1653,3.5
1896,18,1676,3.5
1897,18,1682,3.0
1898,18,1704,4.0
1899,18,1721,4.0
1900,18,1729,4.0
1901,18,1732,4.5
1902,18,1784,3.5
1903,18,1805,3.5
1904,18,1892,4.0
1905,18,1917,3.0
1906,18,1918,3.5
1907,18,1924,2.5
1908,18,1954,4.0
1909,18,1961,4.0
1910,18,2000,4.0
1911,18,2001,3.5
1912,18,2002,3.5
1913,18,2011,3.5
1914,18,2012,3.0
1915,18,2019,4.0
1916,18,2028,4.0
1917,18,2058,3.5
1918,18,2115,4.0
1919,18,2184,3.0
1920,18,2194,3.5
1921,18,2268,4.0
1922,18,2278,3.5
1923,18,2291,4.0
1924,18,2324,4.5
1925,18,2329,4.0
1926,18,2409,4.0
1927,18,2410,3.5
1928,18,2411,3.0
1929,18,2412,3.0
1930,18,2420,4.0
1931,18,2421,3.0
1932,18,2422,3.0
1933,18,2470,3.0
1934,18,2490,3.5
1935,18,2542,4.5
1936,18,2571,4.5
1937,18,2683,2.5
1938,18,2692,3.0
1939,18,2706,3.5
1940,18,2762,4.5
1941,18,2918,3.5
1942,18,2951,4.5
1943,18,2953,3.0
1944,18,2959,4.5
1945,18,2997,4.0
1946,18,3052,4.5
1947,18,3081,4.0
1948,18,3147,4.0
1949,18,3253,3.0
1950,18,3257,3.0
1951,18,3275,4.5
1952,18,3462,4.0
1953,18,3578,4.5
1954,18,3681,4.5
1955,18,3702,3.5
1956,18,3751,3.5
1957,18,3785,2.0
1958,18,3793,4.0
1959,18,3896,4.0
1960,18,3949,4.5
1961,18,3994,2.5
1962,18,4007,4.0
1963,18,4011,4.5
1964,18,4226,4.5
1965,18,4239,4.0
1966,18,4262,4.0
1967,18,4306,4.0
1968,18,4327,4.0
1969,18,4383,4.0
1970,18,4643,3.0
1971,18,4728,3.0
1972,18,4816,3.0
1973,18,4886,4.0
1974,18,4896,3.5
1975,18,4963,4.0
1976,18,4973,4.0
1977,18,4993,4.5
1978,18,4995,4.5
1979,18,5008,4.5
1980,18,5120,4.5
1981,18,5218,4.0
1982,18,5266,3.5
1983,18,5349,4.0
1984,18,5418,4.0
1985,18,5445,4.0
1986,18,5459,2.5
1987,18,5464,4.0
1988,18,5481,3.0
1989,18,5574,3.5
1990,18,5608,4.0
1991,18,5669,3.5
1992,18,5679,4.0
1993,18,5816,3.5
1994,18,5903,3.5
1995,18,5944,2.5
1996,18,5952,3.5
1997,18,5956,4.0
1998,18,5989,4.0
1999,18,5995,4.5
2000,18,6287,3.0
2001,18,6300,4.5
2002,18,6333,4.0
2003,18,6365,3.5
2004,18,6373,3.5
2005,18,6377,4.0
2006,18,6378,3.0
2007,18,6440,4.5
2008,18,6534,3.0
2009,18,6539,4.5
2010,18,6548,2.0
2011,18,6709,3.0
2012,18,6787,4.0
2013,18,6807,4.5
2014,18,6863,3.5
2015,18,6870,4.0
2016,18,6874,3.5
2017,18,6888,0.5
2018,18,6934,3.0
2019,18,7018,3.5
2020,18,7147,4.5
2021,18,7153,4.5
2022,18,7254,4.5
2023,18,7293,3.0
2024,18,7317,3.0
2025,18,7318,2.5
2026,18,7323,3.0
2027,18,7361,4.0
2028,18,7373,3.5
2029,18,7438,3.5
2030,18,7753,3.5
2031,18,7843,4.5
2032,18,8117,4.0
2033,18,8360,3.5
2034,18,8361,3.0
2035,18,8368,3.5
2036,18,8641,2.5
2037,18,8644,3.5
2038,18,8665,4.0
2039,18,8784,3.5
2040,18,8798,4.0
2041,18,8917,3.5
2042,18,8950,4.0
2043,18,8957,3.5
2044,18,8958,4.0
2045,18,8961,3.5
2046,18,8984,3.0
2047,18,26444,3.5
2048,18,26614,3.5
2049,18,27689,2.5
2050,18,27716,4.5
2051,18,27773,3.5
2052,18,27831,3.5
2053,18,27878,4.5
2054,18,30793,4.0
2055,18,30812,4.0
2056,18,31685,2.0
2057,18,32460,3.5
2058,18,32587,3.5
2059,18,33004,3.0
2060,18,33615,3.5
2061,18,33794,4.5
2062,18,34150,3.5
2063,18,34405,3.5
2064,18,36519,3.0
2065,18,36529,4.0
2066,18,37386,1.5
2067,18,37729,4.0
2068,18,37733,4.0
2069,18,37741,4.0
2070,18,38038,4.0
2071,18,38061,4.0
2072,18,40819,4.0
2073,18,44022,3.5
2074,18,44191,4.5
2075,18,44199,4.5
2076,18,44555,4.0
2077,18,44665,4.5
2078,18,45499,4.0
2079,18,45517,3.5
2080,18,45722,4.0
2081,18,46578,3.5
2082,18,46965,1.0
2083,18,47200,3.0
2084,18,47491,4.0
2085,18,48394,4.0
2086,18,48516,4.5
2087,18,48780,4.5
2088,18,49651,3.5
2089,18,50872,3.5
2090,18,51357,4.0
2091,18,51540,4.5
2092,18,51662,3.5
2093,18,52604,4.5
2094,18,53125,3.5
2095,18,53129,3.0
2096,18,53318,2.5
2097,18,53464,2.5
2098,18,53972,3.0
2099,18,53996,3.0
2100,18,54272,3.5
2101,18,54286,4.0
2102,18,55118,4.5
2103,18,55247,3.5
2104,18,55276,4.0
2105,18,55290,4.5
2106,18,55765,4.5
2107,18,56757,4.0
2108,18,57528,2.5
2109,18,57640,3.5
2110,18,57669,4.0
2111,18,58295,3.5
2112,18,58299,4.0
2113,18,58559,4.0
2114,18,59315,4.0
2115,18,59615,2.5
2116,18,59784,4.0
2117,18,60040,3.5
2118,18,60074,2.5
2119,18,60684,3.5
2120,18,60756,3.0
2121,18,62434,3.5
2122,18,63131,3.5
2123,18,64197,4.5
2124,18,64614,3.5
2125,18,64839,3.5
2126,18,64957,3.5
2127,18,65596,4.0
2128,18,66934,4.0
2129,18,67255,4.5
2130,18,68073,4.5
2131,18,68157,3.5
2132,18,68159,4.0
2133,18,68319,4.0
2134,18,68358,3.5
2135,18,68954,4.0
2136,18,69122,3.0
2137,18,69640,4.0
2138,18,69757,4.0
2139,18,69951,3.5
2140,18,70286,3.5
2141,18,71108,4.5
2142,18,71156,3.0
2143,18,71899,4.5
2144,18,72011,3.5
2145,18,72378,3.0
2146,18,72998,4.0
2147,18,73017,4.5
2148,18,73268,3.5
2149,18,73321,3.5
2150,18,73323,4.5
2151,18,73499,3.5
2152,18,74458,4.5
2153,18,74510,4.5
2154,18,74789,3.5
2155,18,74948,4.0
2156,18,76077,3.0
2157,18,76175,2.5
2158,18,76251,4.5
2159,18,77561,4.0
2160,18,78469,3.0
2161,18,78499,4.0
2162,18,79132,4.5
2163,18,79293,3.0
2164,18,79592,3.0
2165,18,79695,3.5
2166,18,79702,4.0
2167,18,80219,3.5
2168,18,80489,4.0
2169,18,81788,4.5
2170,18,83349,3.0
2171,18,84392,4.5
2172,18,85354,4.0
2173,18,85414,3.5
2174,18,86190,3.5
2175,18,86332,3.5
2176,18,86628,4.0
2177,18,86880,3.0
2178,18,87232,4.0
2179,18,88094,3.0
2180,18,88129,3.0
2181,18,88140,4.0
2182,18,89745,4.0
2183,18,90600,4.0
2184,18,91485,3.5
2185,18,91500,4.0
2186,18,91529,4.0
2187,18,91542,4.0
2188,18,91658,3.5
2189,18,92094,3.5
2190,18,95441,2.5
2191,18,96432,4.0
2192,18,96488,4.0
2193,18,96610,3.0
2194,18,96655,4.0
2195,18,97752,3.5
2196,18,97938,3.0
2197,18,98124,4.0
2198,18,98585,3.5
2199,18,98809,4.0
2200,18,99114,4.0
2201,18,99728,3.5
2202,18,99813,4.0
2203,18,102125,3.5
2204,18,102445,4.0
2205,18,102903,4.0
2206,18,103253,3.5
2207,18,103772,4.0
2208,18,104241,3.0
2209,18,104879,3.0
2210,18,106072,3.5
2211,18,106487,4.0
2212,18,106489,3.5
2213,18,106782,3.0
2214,18,106839,4.0
2215,18,107846,3.5
2216,18,109374,4.0
2217,18,109487,4.5
2218,18,110102,3.5
2219,18,111362,4.0
2220,18,111759,3.5
2221,18,112183,3.5
2222,18,112334,4.5
2223,18,112421,4.0
2224,18,112552,4.5
2225,18,112852,4.5
2226,18,114060,3.5
2227,18,114066,4.0
2228,18,115713,4.5
2229,18,116797,4.5
2230,18,116823,3.5
2231,18,117176,4.0
2232,18,118900,3.5
2233,18,119145,4.0
2234,18,122886,4.0
2235,18,122892,3.5
2236,18,122900,4.0
2237,18,122904,3.5
2238,18,122918,4.0
2239,18,122920,3.0
2240,18,122924,4.0
2241,18,122926,3.5
2242,18,128620,3.5
2243,18,134130,4.5
2244,18,134853,3.5
2245,18,135569,3.5
2246,18,139385,3.5
2247,18,140289,4.0
2248,18,141688,4.0
2249,18,142488,4.5
2250,18,144210,4.0
2251,18,145283,3.5
2252,18,148626,4.0
2253,18,150548,4.0
2254,18,155168,4.0
2255,18,157108,4.5
2256,18,157110,4.5
2257,18,158238,4.0
2258,18,158972,3.5
2259,18,159093,3.5
2260,18,160438,3.0
2261,18,161582,4.0
2262,18,162350,3.5
2263,18,162606,3.5
2264,18,164179,3.0
2265,18,166015,3.5
2266,18,166635,4.0
2267,18,168252,4.0
2268,18,171023,4.0
2269,18,176101,3.5
2270,18,177593,4.5
2271,18,180095,3.0
2272,18,180777,4.5
2273,18,185135,4.5
2274,19,1,4.0
2275,19,2,3.0
2276,19,3,3.0
2277,19,7,2.0
2278,19,10,2.0
2279,19,12,1.0
2280,19,13,3.0
2281,19,15,2.0
2282,19,19,2.0
2283,19,32,4.0
2284,19,34,4.0
2285,19,44,3.0
2286,19,47,3.0
2287,19,48,1.0
2288,19,54,2.0
2289,19,64,2.0
2290,19,65,2.0
2291,19,70,2.0
2292,19,87,2.0
2293,19,92,2.0
2294,19,102,1.0
2295,19,104,2.0
2296,19,107,2.0
2297,19,118,3.0
2298,19,135,3.0
2299,19,141,1.0
2300,19,153,2.0
2301,19,158,3.0
2302,19,161,2.0
2303,19,165,3.0
2304,19,170,3.0
2305,19,173,1.0
2306,19,185,2.0
2307,19,186,2.0
2308,19,196,2.0
2309,19,208,2.0
2310,19,216,2.0
2311,19,223,3.0
2312,19,231,2.0
2313,19,235,4.0
2314,19,252,3.0
2315,19,253,3.0
2316,19,256,1.0
2317,19,258,3.0
2318,19,260,4.0
2319,19,273,1.0
2320,19,289,2.0
2321,19,291,2.0
2322,19,293,4.0
2323,19,295,3.0
2324,19,316,2.0
2325,19,319,1.0
2326,19,325,2.0
2327,19,328,2.0
2328,19,329,2.0
2329,19,330,3.0
2330,19,332,2.0
2331,19,333,2.0
2332,19,338,2.0
2333,19,339,3.0
2334,19,344,2.0
2335,19,348,2.0
2336,19,350,2.0
2337,19,351,2.0
2338,19,353,5.0
2339,19,356,2.0
2340,19,357,4.0
2341,19,362,2.0
2342,19,364,3.0
2343,19,366,2.0
2344,19,367,4.0
2345,19,368,3.0
2346,19,370,3.0
2347,19,372,1.0
2348,19,374,2.0
2349,19,377,4.0
2350,19,378,3.0
2351,19,379,2.0
2352,19,380,3.0
2353,19,407,3.0
2354,19,410,2.0
2355,19,414,2.0
2356,19,420,2.0
2357,19,422,3.0
2358,19,423,3.0
2359,19,427,3.0
2360,19,432,3.0
2361,19,434,3.0
2362,19,435,2.0
2363,19,440,3.0
2364,19,442,3.0
2365,19,445,2.0
2366,19,450,2.0
2367,19,455,2.0
2368,19,457,4.0
2369,19,466,3.0
2370,19,468,3.0
2371,19,472,2.0
2372,19,474,3.0
2373,19,480,2.0
2374,19,485,2.0
2375,19,486,2.0
2376,19,490,2.0
2377,19,494,2.0
2378,19,497,3.0
2379,19,500,2.0
2380,19,512,2.0
2381,19,513,3.0
2382,19,520,2.0
2383,19,537,1.0
2384,19,539,3.0
2385,19,540,1.0
2386,19,541,4.0
2387,19,542,2.0
2388,19,543,3.0
2389,19,546,2.0
2390,19,551,5.0
2391,19,558,2.0
2392,19,575,2.0
2393,19,586,3.0
2394,19,587,3.0
2395,19,588,3.0
2396,19,589,5.0
2397,19,592,5.0
2398,19,597,3.0
2399,19,606,2.0
2400,19,610,3.0
2401,19,611,2.0
2402,19,627,2.0
2403,19,637,2.0
2404,19,640,1.0
2405,19,648,3.0
2406,19,653,2.0
2407,19,661,3.0
2408,19,671,2.0
2409,19,673,1.0
2410,19,674,4.0
2411,19,708,3.0
2412,19,709,2.0
2413,19,711,3.0
2414,19,719,2.0
2415,19,720,4.0
2416,19,724,4.0
2417,19,733,3.0
2418,19,736,2.0
2419,19,742,3.0
2420,19,743,2.0
2421,19,745,4.0
2422,19,761,3.0
2423,19,762,1.0
2424,19,783,4.0
2425,19,785,2.0
2426,19,788,2.0
2427,19,798,2.0
2428,19,799,3.0
2429,19,810,1.0
2430,19,818,4.0
2431,19,829,2.0
2432,19,830,2.0
2433,19,832,2.0
2434,19,837,4.0
2435,19,839,1.0
2436,19,842,2.0
2437,19,849,2.0
2438,19,852,4.0
2439,19,866,2.0
2440,19,879,1.0
2441,19,880,2.0
2442,19,881,1.0
2443,19,903,5.0
2444,19,904,5.0
2445,19,906,3.0
2446,19,910,4.0
2447,19,911,3.0
2448,19,913,5.0
2449,19,915,2.0
2450,19,921,3.0
2451,19,924,3.0
2452,19,930,3.0
2453,19,931,4.0
2454,19,933,4.0
2455,19,965,2.0
2456,19,984,2.0
2457,19,986,3.0
2458,19,1016,3.0
2459,19,1020,3.0
2460,19,1021,2.0
2461,19,1028,2.0
2462,19,1031,2.0
2463,19,1032,1.0
2464,19,1037,1.0
2465,19,1047,3.0
2466,19,1049,2.0
2467,19,1057,3.0
2468,19,1064,2.0
2469,19,1073,4.0
2470,19,1077,3.0
2471,19,1079,4.0
2472,19,1081,2.0
2473,19,1086,4.0
2474,19,1089,3.0
2475,19,1092,2.0
2476,19,1097,5.0
2477,19,1127,3.0
2478,19,1129,3.0
2479,19,1136,3.0
2480,19,1148,4.0
2481,19,1179,2.0
2482,19,1193,4.0
2483,19,1196,4.0
2484,19,1197,5.0
2485,19,1198,5.0
2486,19,1200,3.0
2487,19,1210,3.0
2488,19,1214,4.0
2489,19,1215,3.0
2490,19,1219,4.0
2491,19,1234,4.0
2492,19,1238,3.0
